Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against
2022-12-22,Filip Gustavsson,away,Minnesota Wild,San Jose Sharks,58.3,4,2.21
2022-12-23,Mackenzie Blackwood,home,New Jersey Devils,Boston Bruins,40.0,4,1.82
2022-12-23,Vitek Vanecek,home,New Jersey Devils,Boston Bruins,18.6333,0,0.33
2022-12-23,Linus Ullmark,away,Boston Bruins,New Jersey Devils,60.0,3,3.31
2023-02-27,Cam Talbot,home,Ottawa Senators,Detroit Red Wings,60.0,2,2.43
2023-02-27,Magnus Hellberg,away,Detroit Red Wings,Ottawa Senators,60.0,6,3.9
2022-12-23,Antti Raanta,home,Carolina Hurricanes,Philadelphia Flyers,59.95,5,2.93
2022-12-23,Samuel Ersson,away,Philadelphia Flyers,Carolina Hurricanes,47.4,5,3.41
2022-12-23,Carter Hart,away,Philadelphia Flyers,Carolina Hurricanes,9.9,1,0.26
2023-03-04,Eric Comrie,home,Buffalo Sabres,Tampa Bay Lightning,59.9,3,3.56
2023-03-04,Brian Elliott,away,Tampa Bay Lightning,Buffalo Sabres,57.5,5,3.38
2022-12-23,Charlie Lindgren,home,Washington Capitals,Winnipeg Jets,59.6,1,3.19
2022-12-23,David Rittich,away,Winnipeg Jets,Washington Capitals,58.05,3,2.74
2022-12-23,Ilya Sorokin,home,New York Islanders,Florida Panthers,60.0,1,2.13
2022-12-23,Sergei Bobrovsky,away,Florida Panthers,New York Islanders,58.75,4,4.3
2022-12-23,Juuse Saros,home,Nashville Predators,Colorado Avalanche,64.1167,3,4.17
2022-12-23,Alexandar Georgiev,away,Colorado Avalanche,Nashville Predators,64.15,2,3.89
2022-12-23,Alex Stalock,home,Chicago Blackhawks,Columbus Blue Jackets,60.0,2,2.91
2022-12-23,Daniil Tarasov,away,Columbus Blue Jackets,Chicago Blackhawks,23.4,4,1.45
2022-12-23,Joonas Korpisalo,away,Columbus Blue Jackets,Chicago Blackhawks,36.3667,1,1.97
2022-12-23,Jake Oettinger,home,Dallas Stars,Montreal Canadiens,59.9333,2,2.06
2022-12-23,Jake Allen,away,Montreal Canadiens,Dallas Stars,58.8167,3,3.77
2022-12-23,Stuart Skinner,home,Edmonton Oilers,Vancouver Canucks,58.0167,4,3.1
2022-12-23,Collin Delia,away,Vancouver Canucks,Edmonton Oilers,59.85,2,3.89
2022-12-23,Karel Vejmelka,home,Arizona Coyotes,Los Angeles Kings,65.0,1,2.64
2022-12-23,Jonathan Quick,away,Los Angeles Kings,Arizona Coyotes,64.9167,1,2.47
2022-12-23,Lukas Dostal,home,Anaheim Ducks,Calgary Flames,62.4,3,4.23
2022-12-23,Jacob Markstrom,away,Calgary Flames,Anaheim Ducks,61.8667,2,2.47
2022-12-23,Logan Thompson,home,Vegas Golden Knights,St Louis Blues,64.7333,4,2.75
2022-12-23,Jordan Binnington,away,St Louis Blues,Vegas Golden Knights,65.0,4,3.83
2022-12-27,Cam Talbot,home,Ottawa Senators,Boston Bruins,65.0,2,4.31
2022-12-27,Jeremy Swayman,away,Boston Bruins,Ottawa Senators,64.7667,2,3.42
2022-12-27,Antti Raanta,home,Carolina Hurricanes,Chicago Blackhawks,60.0,0,2.04
2022-12-27,Petr Mrazek,away,Chicago Blackhawks,Carolina Hurricanes,60.0,3,4.5
2022-12-27,Igor Shesterkin,home,New York Rangers,Washington Capitals,58.1,3,2.43
2022-12-27,Darcy Kuemper,away,Washington Capitals,New York Rangers,60.0,0,3.62
2022-12-27,Ilya Sorokin,home,New York Islanders,Pittsburgh Penguins,59.9833,1,2.16
2022-12-27,Tristan Jarry,away,Pittsburgh Penguins,New York Islanders,60.0,5,4.65
2022-12-27,Juuse Saros,home,Nashville Predators,Dallas Stars,59.3833,3,4.86
2022-12-27,Jake Oettinger,away,Dallas Stars,Nashville Predators,60.0,2,3.01
2022-12-27,Connor Hellebuyck,home,Winnipeg Jets,Minnesota Wild,59.5333,3,2.31
2022-12-27,Filip Gustavsson,away,Minnesota Wild,Winnipeg Jets,60.0,1,2.25
2022-12-27,Jordan Binnington,home,St Louis Blues,Toronto Maple Leafs,64.05,5,3.97
2022-12-27,Ilya Samsonov,away,Toronto Maple Leafs,St Louis Blues,64.05,4,2.71
2022-12-27,Connor Ingram,home,Arizona Coyotes,Colorado Avalanche,60.0,3,2.71
2022-12-27,Alexandar Georgiev,away,Colorado Avalanche,Arizona Coyotes,58.1333,5,3.86
2022-12-27,Jacob Markstrom,home,Calgary Flames,Edmonton Oilers,58.6833,2,2.14
2022-12-27,Stuart Skinner,away,Edmonton Oilers,Calgary Flames,60.0,1,4.53
2022-12-27,Spencer Martin,home,Vancouver Canucks,San Jose Sharks,60.0,2,2.45
2022-12-27,James Reimer,away,San Jose Sharks,Vancouver Canucks,60.0,6,2.68
2022-12-27,Pheonix Copley,home,Los Angeles Kings,Vegas Golden Knights,60.0,2,2.6
2022-12-27,Logan Thompson,away,Vegas Golden Knights,Los Angeles Kings,58.7833,3,2.23
2022-12-28,Vitek Vanecek,home,New Jersey Devils,Boston Bruins,57.5833,2,3.26
2022-12-28,Linus Ullmark,away,Boston Bruins,New Jersey Devils,59.8167,1,4.11
2022-12-28,Andrei Vasilevskiy,home,Tampa Bay Lightning,Montreal Canadiens,59.8833,1,1.81
2022-12-28,Jake Allen,away,Montreal Canadiens,Tampa Bay Lightning,60.0,4,5.16
2022-12-28,Casey DeSmith,home,Pittsburgh Penguins,Detroit Red Wings,62.2167,5,4.89
2022-12-28,Ville Husso,away,Detroit Red Wings,Pittsburgh Penguins,19.4,4,1.51
2022-12-28,Magnus Hellberg,away,Detroit Red Wings,Pittsburgh Penguins,42.2167,0,1.87
2022-12-28,Philipp Grubauer,home,Seattle Kraken,Calgary Flames,58.6167,3,5.14
2022-12-28,Dan Vladar,away,Calgary Flames,Seattle Kraken,59.75,2,3.36
2022-12-28,John Gibson,home,Anaheim Ducks,Vegas Golden Knights,64.9167,2,4.54
2022-12-28,Adin Hill,away,Vegas Golden Knights,Anaheim Ducks,12.4333,2,0.5
2022-12-28,Logan Thompson,away,Vegas Golden Knights,Anaheim Ducks,52.0,0,1.92
2022-12-29,Ukko-Pekka Luukkonen,home,Buffalo Sabres,Detroit Red Wings,59.65,3,3.09
2022-12-29,Magnus Hellberg,away,Detroit Red Wings,Buffalo Sabres,58.7167,5,3.34
2022-12-29,Sergei Bobrovsky,home,Florida Panthers,Montreal Canadiens,60.0,2,1.86
2022-12-29,Sam Montembeault,away,Montreal Canadiens,Florida Panthers,59.6,7,4.66
2022-12-29,Andrei Vasilevskiy,home,Tampa Bay Lightning,New York Rangers,64.85,1,4.32
2022-12-29,Igor Shesterkin,away,New York Rangers,Tampa Bay Lightning,65.0,1,3.93
2022-12-29,Darcy Kuemper,home,Washington Capitals,Ottawa Senators,61.2333,4,3.64
2022-12-29,Cam Talbot,away,Ottawa Senators,Washington Capitals,61.5167,3,1.82
2022-12-29,Ilya Sorokin,home,New York Islanders,Columbus Blue Jackets,60.0,1,1.68
2022-12-29,Joonas Korpisalo,away,Columbus Blue Jackets,New York Islanders,77.4167,2,3.25
2022-12-29,Jordan Binnington,home,St Louis Blues,Chicago Blackhawks,60.0,1,1.75
2022-12-29,Alex Stalock,away,Chicago Blackhawks,St Louis Blues,58.6833,2,2.35
2022-12-29,Marc-Andre Fleury,home,Minnesota Wild,Dallas Stars,59.15,3,3.85
2022-12-29,Jake Oettinger,away,Dallas Stars,Minnesota Wild,59.7667,1,1.88
2022-12-29,Connor Hellebuyck,home,Winnipeg Jets,Vancouver Canucks,60.0,2,2.8
2022-12-29,Collin Delia,away,Vancouver Canucks,Winnipeg Jets,59.7,3,4.36
2022-12-29,Alexandar Georgiev,home,Colorado Avalanche,Los Angeles Kings,64.85,4,1.55
2022-12-29,Pheonix Copley,away,Los Angeles Kings,Colorado Avalanche,65.0,4,2.3
2022-12-29,Karel Vejmelka,home,Arizona Coyotes,Toronto Maple Leafs,60.0,3,3.01
2022-12-29,Matt Murray,away,Toronto Maple Leafs,Arizona Coyotes,58.85,4,2.22
2022-12-29,Kaapo Kahkonen,home,San Jose Sharks,Philadelphia Flyers,61.0167,4,2.11
2022-12-29,Samuel Ersson,away,Philadelphia Flyers,San Jose Sharks,60.4,3,3.19
2022-12-30,John Gibson,home,Anaheim Ducks,Nashville Predators,60.0,6,4.09
2022-12-30,Juuse Saros,away,Nashville Predators,Anaheim Ducks,60.0,1,3.12
2022-12-30,Antti Raanta,home,Carolina Hurricanes,Florida Panthers,59.9833,0,2.62
2022-12-30,Spencer Knight,away,Florida Panthers,Carolina Hurricanes,60.0,4,3.07
2022-12-30,Tristan Jarry,home,Pittsburgh Penguins,New Jersey Devils,58.7167,3,2.73
2022-12-30,Vitek Vanecek,away,New Jersey Devils,Pittsburgh Penguins,60.0,2,4.06
2022-12-30,Martin Jones,home,Seattle Kraken,Edmonton Oilers,56.0833,4,2.36
2022-12-30,Philipp Grubauer,home,Seattle Kraken,Edmonton Oilers,3.9167,3,0.68
2022-12-30,Stuart Skinner,away,Edmonton Oilers,Seattle Kraken,60.0,2,2.64
2022-12-31,Jeremy Swayman,home,Boston Bruins,Buffalo Sabres,63.85,4,1.64
2022-12-31,Ukko-Pekka Luukkonen,away,Buffalo Sabres,Boston Bruins,63.2667,3,4.31
2022-12-31,Logan Thompson,home,Vegas Golden Knights,Nashville Predators,63.5667,4,3.61
2022-12-31,Kevin Lankinen,away,Nashville Predators,Vegas Golden Knights,60.7333,5,2.91
2022-12-31,Charlie Lindgren,home,Washington Capitals,Montreal Canadiens,60.0,2,3.05
2022-12-31,Jake Allen,away,Montreal Canadiens,Washington Capitals,60.0,9,5.03
2022-12-31,Jonathan Quick,home,Los Angeles Kings,Philadelphia Flyers,58.8833,3,2.09
2022-12-31,Samuel Ersson,away,Philadelphia Flyers,Los Angeles Kings,59.6333,2,2.37
2022-12-31,Andrei Vasilevskiy,home,Tampa Bay Lightning,Arizona Coyotes,60.0,3,2.75
2022-12-31,Karel Vejmelka,away,Arizona Coyotes,Tampa Bay Lightning,58.4,5,3.18
2022-12-31,Joonas Korpisalo,home,Columbus Blue Jackets,Chicago Blackhawks,60.0,1,2.63
2022-12-31,Alex Stalock,away,Chicago Blackhawks,Columbus Blue Jackets,58.15,3,2.85
2022-12-31,Magnus Hellberg,home,Detroit Red Wings,Ottawa Senators,60.0,2,2.42
2022-12-31,Cam Talbot,away,Ottawa Senators,Detroit Red Wings,59.3667,4,2.2
2022-12-31,Jonas Johansson,home,Colorado Avalanche,Toronto Maple Leafs,23.25,0,0.67
2022-12-31,Alexandar Georgiev,home,Colorado Avalanche,Toronto Maple Leafs,35.4,5,1.51
2022-12-31,Matt Murray,away,Toronto Maple Leafs,Colorado Avalanche,59.65,2,2.41
2022-12-31,Jake Oettinger,home,Dallas Stars,San Jose Sharks,60.0,2,3.9
2022-12-31,James Reimer,away,San Jose Sharks,Dallas Stars,58.95,4,3.1
2022-12-31,Jacob Markstrom,home,Calgary Flames,Vancouver Canucks,60.0,2,1.72
2022-12-31,Spencer Martin,away,Vancouver Canucks,Calgary Flames,57.2667,3,2.65
2022-12-31,Jack Campbell,home,Edmonton Oilers,Winnipeg Jets,58.7667,2,1.68
2022-12-31,Connor Hellebuyck,away,Winnipeg Jets,Edmonton Oilers,60.0,1,3.09
2022-12-31,Jordan Binnington,home,St Louis Blues,Minnesota Wild,58.2,4,3.27
2022-12-31,Marc-Andre Fleury,away,Minnesota Wild,St Louis Blues,59.2667,2,3.39
2023-01-01,Mackenzie Blackwood,home,New Jersey Devils,Carolina Hurricanes,65.0,4,4.2
2023-01-01,Antti Raanta,away,Carolina Hurricanes,New Jersey Devils,65.0,4,2.38
2023-01-01,Sergei Bobrovsky,home,Florida Panthers,New York Rangers,56.6,5,2.35
2023-01-01,Jaroslav Halak,away,New York Rangers,Florida Panthers,60.0,3,3.81
2023-01-01,Anton Forsberg,home,Ottawa Senators,Buffalo Sabres,60.0,1,3.01
2023-01-01,Craig Anderson,away,Buffalo Sabres,Ottawa Senators,58.95,2,2.67
2023-01-01,Petr Mrazek,home,Chicago Blackhawks,San Jose Sharks,59.6167,5,3.98
2023-01-01,Kaapo Kahkonen,away,San Jose Sharks,Chicago Blackhawks,59.8833,2,1.84
2023-01-01,Martin Jones,home,Seattle Kraken,New York Islanders,59.7667,1,2.3
2023-01-01,Ilya Sorokin,away,New York Islanders,Seattle Kraken,57.6,3,2.68
2023-01-02,Linus Ullmark,home,Boston Bruins,Pittsburgh Penguins,59.7,1,1.91
2023-01-02,Casey DeSmith,away,Pittsburgh Penguins,Boston Bruins,42.75,2,1.92
2023-01-02,Tristan Jarry,away,Pittsburgh Penguins,Boston Bruins,15.5,0,0.48
2023-01-02,Alexandar Georgiev,home,Colorado Avalanche,Vegas Golden Knights,57.8333,3,3.85
2023-01-02,Logan Thompson,away,Vegas Golden Knights,Colorado Avalanche,59.9,2,2.37
2023-01-02,John Gibson,home,Anaheim Ducks,Philadelphia Flyers,60.0,4,2.52
2023-01-02,Samuel Ersson,away,Philadelphia Flyers,Anaheim Ducks,60.0,1,3.34
2023-01-03,Spencer Knight,home,Florida Panthers,Arizona Coyotes,59.7833,3,3.01
2023-01-03,Karel Vejmelka,away,Arizona Coyotes,Florida Panthers,57.8833,5,2.89
2023-01-03,Darcy Kuemper,home,Washington Capitals,Buffalo Sabres,62.9333,5,2.61
2023-01-03,Ukko-Pekka Luukkonen,away,Buffalo Sabres,Washington Capitals,63.0,4,3.11
2023-01-03,Igor Shesterkin,home,New York Rangers,Carolina Hurricanes,59.0,3,1.95
2023-01-03,Pyotr Kochetkov,away,Carolina Hurricanes,New York Rangers,59.55,4,2.63
2023-01-03,Anton Forsberg,home,Ottawa Senators,Columbus Blue Jackets,60.0,0,2.03
2023-01-03,Joonas Korpisalo,away,Columbus Blue Jackets,Ottawa Senators,59.6167,3,3.81
2023-01-03,Ilya Samsonov,home,Toronto Maple Leafs,St Louis Blues,65.0,5,3.87
2023-01-03,Jordan Binnington,away,St Louis Blues,Toronto Maple Leafs,65.0,5,2.94
2023-01-03,Connor Hellebuyck,home,Winnipeg Jets,Calgary Flames,60.0,2,2.73
2023-01-03,Jacob Markstrom,away,Calgary Flames,Winnipeg Jets,59.3,3,2.1
2023-01-03,Juuse Saros,home,Nashville Predators,Montreal Canadiens,59.9167,3,2.35
2023-01-03,Sam Montembeault,away,Montreal Canadiens,Nashville Predators,60.0,6,3.98
2023-01-03,Alex Stalock,home,Chicago Blackhawks,Tampa Bay Lightning,58.8,3,3.76
2023-01-03,Brian Elliott,away,Tampa Bay Lightning,Chicago Blackhawks,60.0,1,2.14
2023-01-03,Jack Campbell,home,Edmonton Oilers,Seattle Kraken,23.0,0,0.39
2023-01-03,Stuart Skinner,home,Edmonton Oilers,Seattle Kraken,35.8,4,2.1
2023-01-03,Martin Jones,away,Seattle Kraken,Edmonton Oilers,59.85,2,2.62
2023-01-03,Spencer Martin,home,Vancouver Canucks,New York Islanders,58.35,5,3.35
2023-01-03,Ilya Sorokin,away,New York Islanders,Vancouver Canucks,60.0,2,2.51
2023-01-03,Pheonix Copley,home,Los Angeles Kings,Dallas Stars,60.0,2,3.43
2023-01-03,Jake Oettinger,away,Dallas Stars,Los Angeles Kings,58.1333,3,3.22
2023-01-04,Ville Husso,home,Detroit Red Wings,New Jersey Devils,60.0,5,2.27
2023-01-04,Vitek Vanecek,away,New Jersey Devils,Detroit Red Wings,60.0,1,3.27
2023-01-04,Marc-Andre Fleury,home,Minnesota Wild,Tampa Bay Lightning,2.05,0,0.0
2023-01-04,Filip Gustavsson,home,Minnesota Wild,Tampa Bay Lightning,57.8667,1,3.09
2023-01-04,Brian Elliott,away,Tampa Bay Lightning,Minnesota Wild,58.7833,4,2.47
2023-01-04,John Gibson,home,Anaheim Ducks,Dallas Stars,60.0,0,3.36
2023-01-04,Scott Wedgewood,away,Dallas Stars,Anaheim Ducks,57.1333,2,1.59
2023-01-05,Carter Hart,home,Philadelphia Flyers,Arizona Coyotes,60.0,2,1.67
2023-01-05,Karel Vejmelka,away,Arizona Coyotes,Philadelphia Flyers,60.0,6,3.42
2023-01-05,Jake Allen,home,Montreal Canadiens,New York Rangers,59.6167,3,2.11
2023-01-05,Jaroslav Halak,away,New York Rangers,Montreal Canadiens,59.7667,1,1.98
2023-01-05,Pyotr Kochetkov,home,Carolina Hurricanes,Nashville Predators,58.4667,4,2.47
2023-01-05,Juuse Saros,away,Nashville Predators,Carolina Hurricanes,60.0,3,6.45
2023-01-05,Matt Murray,home,Toronto Maple Leafs,Seattle Kraken,60.0,5,1.54
2023-01-05,Martin Jones,away,Seattle Kraken,Toronto Maple Leafs,60.0,1,2.91
2023-01-05,Akira Schmid,home,New Jersey Devils,St Louis Blues,57.9833,4,1.82
2023-01-05,Jordan Binnington,away,St Louis Blues,New Jersey Devils,60.0,3,4.46
2023-01-05,Elvis Merzlikins,home,Columbus Blue Jackets,Washington Capitals,59.75,6,3.15
2023-01-05,Darcy Kuemper,away,Washington Capitals,Columbus Blue Jackets,60.0,2,1.92
2023-01-05,Jack Campbell,home,Edmonton Oilers,New York Islanders,59.9667,2,1.31
2023-01-05,Ilya Sorokin,away,New York Islanders,Edmonton Oilers,57.8333,4,4.39
2023-01-05,Collin Delia,home,Vancouver Canucks,Colorado Avalanche,60.0,2,3.45
2023-01-05,Alexandar Georgiev,away,Colorado Avalanche,Vancouver Canucks,58.0833,3,4.39
2023-01-05,Adin Hill,home,Vegas Golden Knights,Pittsburgh Penguins,60.0,2,3.82
2023-01-05,Casey DeSmith,away,Pittsburgh Penguins,Vegas Golden Knights,59.4,5,2.05
2023-01-05,Pheonix Copley,home,Los Angeles Kings,Boston Bruins,59.5167,4,1.78
2023-01-05,Jeremy Swayman,away,Boston Bruins,Los Angeles Kings,59.9333,2,2.49
2023-01-06,Charlie Lindgren,home,Washington Capitals,Nashville Predators,58.3833,3,2.34
2023-01-06,Kevin Lankinen,away,Nashville Predators,Washington Capitals,60.0,2,2.02
2023-01-06,Ville Husso,home,Detroit Red Wings,Florida Panthers,58.0167,3,2.06
2023-01-06,Sergei Bobrovsky,away,Florida Panthers,Detroit Red Wings,60.0,2,2.64
2023-01-06,Connor Hellebuyck,home,Winnipeg Jets,Tampa Bay Lightning,60.0,2,3.06
2023-01-06,Andrei Vasilevskiy,away,Tampa Bay Lightning,Winnipeg Jets,58.3333,3,3.28
2023-01-06,Alex Stalock,home,Chicago Blackhawks,Arizona Coyotes,59.95,0,1.47
2023-01-06,Connor Ingram,away,Arizona Coyotes,Chicago Blackhawks,59.35,1,2.7
2023-01-06,Jacob Markstrom,home,Calgary Flames,New York Islanders,60.0,1,1.84
2023-01-06,Semyon Varlamov,away,New York Islanders,Calgary Flames,60.0,4,2.3
2023-01-06,Anthony Stolarz,home,Anaheim Ducks,San Jose Sharks,61.1,4,5.95
2023-01-06,Kaapo Kahkonen,away,San Jose Sharks,Anaheim Ducks,61.1167,5,3.82
2023-01-07,Vitek Vanecek,home,New Jersey Devils,New York Rangers,62.7833,3,3.49
2023-01-07,Igor Shesterkin,away,New York Rangers,New Jersey Devils,62.7833,4,4.91
2023-01-07,Joonas Korpisalo,home,Columbus Blue Jackets,Carolina Hurricanes,64.9333,3,3.65
2023-01-07,Antti Raanta,away,Carolina Hurricanes,Columbus Blue Jackets,65.0,3,1.33
2023-01-07,Ilya Samsonov,home,Toronto Maple Leafs,Detroit Red Wings,59.4667,1,2.33
2023-01-07,Magnus Hellberg,away,Detroit Red Wings,Toronto Maple Leafs,58.65,3,3.2
2023-01-07,Ukko-Pekka Luukkonen,home,Buffalo Sabres,Minnesota Wild,64.6833,5,3.11
2023-01-07,Marc-Andre Fleury,away,Minnesota Wild,Buffalo Sabres,64.6,6,2.8
2023-01-07,Anton Forsberg,home,Ottawa Senators,Seattle Kraken,15.2167,3,0.28
2023-01-07,Cam Talbot,home,Ottawa Senators,Seattle Kraken,44.2833,5,2.04
2023-01-07,Martin Jones,away,Seattle Kraken,Ottawa Senators,60.0,4,2.45
2023-01-07,Jake Allen,home,Montreal Canadiens,St Louis Blues,60.0,4,2.25
2023-01-07,Jordan Binnington,away,St Louis Blues,Montreal Canadiens,58.1667,5,3.14
2023-01-07,Stuart Skinner,home,Edmonton Oilers,Colorado Avalanche,61.85,3,4.37
2023-01-07,Alexandar Georgiev,away,Colorado Avalanche,Edmonton Oilers,62.0833,2,3.26
2023-01-07,Adin Hill,home,Vegas Golden Knights,Los Angeles Kings,17.6833,1,0.44
2023-01-07,Logan Thompson,home,Vegas Golden Knights,Los Angeles Kings,40.0,3,1.26
2023-01-07,Pheonix Copley,away,Los Angeles Kings,Vegas Golden Knights,59.6833,1,2.27
2023-01-07,James Reimer,home,San Jose Sharks,Boston Bruins,58.3167,4,2.44
2023-01-07,Linus Ullmark,away,Boston Bruins,San Jose Sharks,59.6333,2,2.76
2023-01-08,Jake Oettinger,home,Dallas Stars,Florida Panthers,60.0,1,3.83
2023-01-08,Spencer Knight,away,Florida Panthers,Dallas Stars,59.3333,4,3.2
2023-01-08,David Rittich,home,Winnipeg Jets,Vancouver Canucks,60.0,4,3.74
2023-01-08,Spencer Martin,away,Vancouver Canucks,Winnipeg Jets,34.4333,3,0.79
2023-01-08,Collin Delia,away,Vancouver Canucks,Winnipeg Jets,25.5667,4,1.84
2023-01-08,Darcy Kuemper,home,Washington Capitals,Columbus Blue Jackets,60.0,0,3.51
2023-01-08,Elvis Merzlikins,away,Columbus Blue Jackets,Washington Capitals,58.5,1,1.43
2023-01-08,Alex Stalock,home,Chicago Blackhawks,Calgary Flames,61.0667,3,3.76
2023-01-08,Jacob Markstrom,away,Calgary Flames,Chicago Blackhawks,20.5833,3,1.05
2023-01-08,Dan Vladar,away,Calgary Flames,Chicago Blackhawks,40.4833,1,1.41
2023-01-08,Karel Vejmelka,home,Arizona Coyotes,Pittsburgh Penguins,57.3667,3,2.98
2023-01-08,Casey DeSmith,away,Pittsburgh Penguins,Arizona Coyotes,59.9833,1,3.09
2023-01-08,Filip Gustavsson,home,Minnesota Wild,St Louis Blues,56.45,2,2.16
2023-01-08,Thomas Greiss,away,St Louis Blues,Minnesota Wild,59.7333,0,2.84
2023-01-08,Carter Hart,home,Philadelphia Flyers,Toronto Maple Leafs,59.7,6,3.06
2023-01-08,Matt Murray,away,Toronto Maple Leafs,Philadelphia Flyers,60.0,2,3.43
2023-01-08,John Gibson,home,Anaheim Ducks,Boston Bruins,60.0,7,3.38
2023-01-08,Jeremy Swayman,away,Boston Bruins,Anaheim Ducks,60.0,1,2.81
2023-01-09,Cam Talbot,home,Ottawa Senators,Nashville Predators,58.2,3,3.86
2023-01-09,Juuse Saros,away,Nashville Predators,Ottawa Senators,60.0,0,3.19
2023-01-09,Sam Montembeault,home,Montreal Canadiens,Seattle Kraken,58.0,3,3.56
2023-01-09,Martin Jones,away,Seattle Kraken,Montreal Canadiens,60.0,0,2.67
2023-01-09,Pheonix Copley,home,Los Angeles Kings,Edmonton Oilers,59.7333,3,3.46
2023-01-09,Jack Campbell,away,Edmonton Oilers,Los Angeles Kings,34.95,2,1.76
2023-01-09,Stuart Skinner,away,Edmonton Oilers,Los Angeles Kings,23.85,3,1.88
2023-01-10,Andrei Vasilevskiy,home,Tampa Bay Lightning,Columbus Blue Jackets,60.0,3,3.21
2023-01-10,Elvis Merzlikins,away,Columbus Blue Jackets,Tampa Bay Lightning,60.0,6,3.71
2023-01-10,Igor Shesterkin,home,New York Rangers,Minnesota Wild,65.0,3,2.67
2023-01-10,Marc-Andre Fleury,away,Minnesota Wild,New York Rangers,64.5333,3,5.02
2023-01-10,Pyotr Kochetkov,home,Carolina Hurricanes,New Jersey Devils,58.9167,4,3.43
2023-01-10,Vitek Vanecek,away,New Jersey Devils,Carolina Hurricanes,60.0,3,4.04
2023-01-10,Eric Comrie,home,Buffalo Sabres,Seattle Kraken,57.75,4,2.7
2023-01-10,Philipp Grubauer,away,Seattle Kraken,Buffalo Sabres,60.0,3,3.93
2023-01-10,Casey DeSmith,home,Pittsburgh Penguins,Vancouver Canucks,7.0833,3,0.33
2023-01-10,Dustin Tokarski,home,Pittsburgh Penguins,Vancouver Canucks,52.1833,1,2.26
2023-01-10,Spencer Martin,away,Vancouver Canucks,Pittsburgh Penguins,58.0167,5,4.69
2023-01-10,Ilya Sorokin,home,New York Islanders,Dallas Stars,65.0,1,2.79
2023-01-10,Jake Oettinger,away,Dallas Stars,New York Islanders,65.0,1,3.17
2023-01-10,Ville Husso,home,Detroit Red Wings,Winnipeg Jets,59.7667,5,3.55
2023-01-10,Connor Hellebuyck,away,Winnipeg Jets,Detroit Red Wings,57.55,6,1.73
2023-01-10,Jordan Binnington,home,St Louis Blues,Calgary Flames,60.4667,3,3.0
2023-01-10,Jacob Markstrom,away,Calgary Flames,St Louis Blues,60.4667,4,2.38
2023-01-10,Alexandar Georgiev,home,Colorado Avalanche,Florida Panthers,58.6667,5,3.53
2023-01-10,Sergei Bobrovsky,away,Florida Panthers,Colorado Avalanche,60.0,4,2.58
2023-01-10,Karel Vejmelka,home,Arizona Coyotes,San Jose Sharks,57.6167,4,2.79
2023-01-10,Kaapo Kahkonen,away,San Jose Sharks,Arizona Coyotes,60.0,2,2.34
2023-01-11,Matt Murray,home,Toronto Maple Leafs,Nashville Predators,60.0,1,2.93
2023-01-11,Juuse Saros,away,Nashville Predators,Toronto Maple Leafs,58.8167,2,2.21
2023-01-11,Carter Hart,home,Philadelphia Flyers,Washington Capitals,59.8833,3,2.27
2023-01-11,Darcy Kuemper,away,Washington Capitals,Philadelphia Flyers,58.3833,4,3.63
2023-01-11,John Gibson,home,Anaheim Ducks,Edmonton Oilers,40.0,6,3.46
2023-01-11,Anthony Stolarz,home,Anaheim Ducks,Edmonton Oilers,20.0,0,1.25
2023-01-11,Jack Campbell,away,Edmonton Oilers,Anaheim Ducks,60.0,2,2.35
2023-01-11,Pheonix Copley,home,Los Angeles Kings,San Jose Sharks,60.0,3,3.2
2023-01-11,James Reimer,away,San Jose Sharks,Los Angeles Kings,57.7,4,3.27
2023-01-12,Joonas Korpisalo,home,Columbus Blue Jackets,Carolina Hurricanes,60.0,6,4.08
2023-01-12,Frederik Andersen,away,Carolina Hurricanes,Columbus Blue Jackets,60.0,2,1.72
2023-01-12,Igor Shesterkin,home,New York Rangers,Dallas Stars,59.0667,1,2.13
2023-01-12,Jake Oettinger,away,Dallas Stars,New York Rangers,60.5833,2,2.29
2023-01-12,Sam Montembeault,home,Montreal Canadiens,Nashville Predators,60.0,3,4.33
2023-01-12,Yaroslav Askarov,away,Nashville Predators,Montreal Canadiens,57.8333,4,3.36
2023-01-12,Linus Ullmark,home,Boston Bruins,Seattle Kraken,56.9167,2,2.56
2023-01-12,Martin Jones,away,Seattle Kraken,Boston Bruins,60.0,0,2.94
2023-01-12,Ville Husso,home,Detroit Red Wings,Toronto Maple Leafs,59.8,1,2.71
2023-01-12,Ilya Samsonov,away,Toronto Maple Leafs,Detroit Red Wings,59.0667,3,1.89
2023-01-12,Andrei Vasilevskiy,home,Tampa Bay Lightning,Vancouver Canucks,60.0,4,2.99
2023-01-12,Collin Delia,away,Vancouver Canucks,Tampa Bay Lightning,57.1167,5,4.05
2023-01-12,Ukko-Pekka Luukkonen,home,Buffalo Sabres,Winnipeg Jets,58.5833,3,1.84
2023-01-12,Connor Hellebuyck,away,Winnipeg Jets,Buffalo Sabres,60.0,2,4.13
2023-01-12,Ilya Sorokin,home,New York Islanders,Minnesota Wild,59.0833,2,4.01
2023-01-12,Filip Gustavsson,away,Minnesota Wild,New York Islanders,60.0,1,1.79
2023-01-12,Thomas Greiss,home,St Louis Blues,Calgary Flames,59.6,3,3.23
