,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against,Score,Season
1389,1389,1389,1389,1389,1-7-2018,Braden Holtby,home,Washington Capitals,St Louis Blues,63.8167,3,3.59,0.59,20172018
1390,1390,1390,1390,1390,1-7-2018,Robin Lehner,away,Buffalo Sabres,Philadelphia Flyers,58.6667,2,2.35,0.35,20172018
1391,1391,1391,1391,1391,1-7-2018,Carey Price,home,Montreal Canadiens,Vancouver Canucks,60.0,2,2.35,0.35,20172018
1392,1392,1392,1392,1392,1-7-2018,Matt Murray,home,Pittsburgh Penguins,Boston Bruins,25.5833,0,0.23,0.23,20172018
1393,1393,1393,1393,1393,1-7-2018,Ondrej Pavelec,away,New York Rangers,Vegas Golden Knights,58.0167,2,1.89,-0.11,20172018
1394,1394,1394,1394,1394,1-7-2018,Jaroslav Halak,home,New York Islanders,New Jersey Devils,65.0,4,3.54,-0.46,20172018
1395,1395,1395,1395,1395,1-7-2018,Martin Jones,away,San Jose Sharks,Winnipeg Jets,59.4,3,2.49,-0.51,20172018
1396,1396,1396,1396,1396,1-7-2018,Cam Talbot,away,Edmonton Oilers,Chicago Blackhawks,60.0,4,3.14,-0.86,20172018
1397,1397,1397,1397,1397,1-7-2018,Anders Nilsson,away,Vancouver Canucks,Montreal Canadiens,59.6,4,3.14,-0.86,20172018
1398,1398,1398,1398,1398,1-7-2018,Cory Schneider,away,New Jersey Devils,New York Islanders,64.6333,4,2.9,-1.1,20172018
1399,1399,1399,1399,1399,1-7-2018,Carter Hutton,away,St Louis Blues,Washington Capitals,64.2833,4,2.27,-1.73,20172018
1400,1400,1400,1400,1400,1-7-2018,Petr Mrazek,home,Detroit Red Wings,Tampa Bay Lightning,60.0,5,1.96,-3.04,20172018
1401,1401,1401,1401,1401,1-7-2018,Tuukka Rask,away,Boston Bruins,Pittsburgh Penguins,62.85,6,2.8,-3.2,20172018
1402,1402,1402,1402,1402,1-7-2018,Tristan Jarry,home,Pittsburgh Penguins,Boston Bruins,37.1333,5,1.76,-3.24,20172018
1403,1403,1403,1403,1403,1-8-2018,Sergei Bobrovsky,away,Columbus Blue Jackets,Toronto Maple Leafs,63.1833,2,2.79,0.79,20172018
1404,1404,1404,1404,1404,1-8-2018,Frederik Andersen,home,Toronto Maple Leafs,Columbus Blue Jackets,63.1833,3,2.86,-0.14,20172018
1405,1405,1405,1405,1405,1-9-2018,Philipp Grubauer,home,Washington Capitals,Vancouver Canucks,60.0,1,2.91,1.91,20172018
1406,1406,1406,1406,1406,1-9-2018,Pekka Rinne,home,Nashville Predators,Edmonton Oilers,59.15,1,1.86,0.86,20172018
1407,1407,1407,1407,1407,1-9-2018,Anton Forsberg,away,Chicago Blackhawks,Ottawa Senators,59.8,2,2.4,0.4,20172018
1408,1408,1408,1408,1408,1-9-2018,Jacob Markstrom,away,Vancouver Canucks,Washington Capitals,57.1333,3,3.37,0.37,20172018
1409,1409,1409,1409,1409,1-9-2018,Mike Smith,away,Calgary Flames,Minnesota Wild,62.1833,2,2.24,0.24,20172018
1410,1410,1410,1410,1410,1-9-2018,Cam Talbot,away,Edmonton Oilers,Nashville Predators,58.0667,2,2.2,0.2,20172018
1411,1411,1411,1411,1411,1-9-2018,Carter Hutton,home,St Louis Blues,Florida Panthers,22.8,1,0.89,-0.11,20172018
1412,1412,1412,1412,1412,1-9-2018,Alex Stalock,home,Minnesota Wild,Calgary Flames,62.4833,3,1.81,-1.19,20172018
1413,1413,1413,1413,1413,1-9-2018,Steve Mason,away,Winnipeg Jets,Buffalo Sabres,60.0,4,2.75,-1.25,20172018
1414,1414,1414,1414,1414,1-9-2018,Chad Johnson,home,Buffalo Sabres,Winnipeg Jets,37.3667,3,1.44,-1.56,20172018
1415,1415,1415,1415,1415,1-9-2018,Mike Condon,home,Ottawa Senators,Chicago Blackhawks,30.1167,4,2.37,-1.63,20172018
1416,1416,1416,1416,1416,1-9-2018,James Reimer,away,Florida Panthers,St Louis Blues,60.0,4,2.16,-1.84,20172018
1417,1417,1417,1417,1417,1-9-2018,Andrei Vasilevskiy,home,Tampa Bay Lightning,Carolina Hurricanes,60.0,4,1.86,-2.14,20172018
1418,1418,1418,1418,1418,1-9-2018,Robin Lehner,home,Buffalo Sabres,Winnipeg Jets,21.1167,3,0.78,-2.22,20172018
1419,1419,1419,1419,1419,1-9-2018,Cam Ward,away,Carolina Hurricanes,Tampa Bay Lightning,57.4667,5,2.64,-2.36,20172018
1420,1420,1420,1420,1420,1-9-2018,Craig Anderson,home,Ottawa Senators,Chicago Blackhawks,29.8833,4,1.38,-2.62,20172018
1421,1421,1421,1421,1421,1-9-2018,Jake Allen,home,St Louis Blues,Florida Panthers,36.6167,5,1.72,-3.28,20172018
1422,1422,1422,1422,1422,1-10-2018,Craig Anderson,away,Ottawa Senators,Toronto Maple Leafs,60.0,3,6.22,3.22,20172018
1423,1423,1423,1423,1423,1-10-2018,Devan Dubnyk,away,Minnesota Wild,Chicago Blackhawks,60.0,1,3.19,2.19,20172018
1424,1424,1424,1424,1424,1-10-2018,Anton Forsberg,home,Chicago Blackhawks,Minnesota Wild,59.4,2,2.3,0.3,20172018
1425,1425,1425,1425,1425,1-10-2018,Frederik Andersen,home,Toronto Maple Leafs,Ottawa Senators,57.6667,4,3.6,-0.4,20172018
1426,1426,1426,1426,1426,1-11-2018,Scott Darling,away,Carolina Hurricanes,Washington Capitals,59.8,1,2.56,1.56,20172018
1427,1427,1427,1427,1427,1-11-2018,Mike Smith,away,Calgary Flames,Tampa Bay Lightning,60.0,1,2.34,1.34,20172018
1428,1428,1428,1428,1428,1-11-2018,Linus Ullmark,home,Buffalo Sabres,Columbus Blue Jackets,60.0,1,2.28,1.28,20172018
1429,1429,1429,1429,1429,1-11-2018,Braden Holtby,home,Washington Capitals,Carolina Hurricanes,57.5167,2,2.91,0.91,20172018
1430,1430,1430,1430,1430,1-11-2018,Sergei Bobrovsky,away,Columbus Blue Jackets,Buffalo Sabres,58.5333,2,2.06,0.06,20172018
1431,1431,1431,1431,1431,1-11-2018,Andrei Vasilevskiy,home,Tampa Bay Lightning,Calgary Flames,59.9,5,1.23,-3.77,20172018
1432,1432,1432,1432,1432,1-12-2018,David Rittich,away,Calgary Flames,Florida Panthers,59.9667,2,4.85,2.85,20172018
1433,1433,1433,1433,1433,1-12-2018,Al Montoya,away,Edmonton Oilers,Arizona Coyotes,56.55,0,1.65,1.65,20172018
1434,1434,1434,1434,1434,1-12-2018,Philipp Grubauer,away,Washington Capitals,Carolina Hurricanes,60.0,3,4.23,1.23,20172018
1435,1435,1435,1435,1435,1-12-2018,Jeff Glass,home,Chicago Blackhawks,Winnipeg Jets,59.1833,1,2.11,1.11,20172018
1436,1436,1436,1436,1436,1-12-2018,James Reimer,home,Florida Panthers,Calgary Flames,58.8,3,3.28,0.28,20172018
1437,1437,1437,1437,1437,1-12-2018,Jacob Markstrom,away,Vancouver Canucks,Columbus Blue Jackets,59.7,2,1.98,-0.02,20172018
1438,1438,1438,1438,1438,1-12-2018,Connor Hellebuyck,away,Winnipeg Jets,Chicago Blackhawks,58.3167,2,1.97,-0.03,20172018
1439,1439,1439,1439,1439,1-12-2018,Cam Ward,home,Carolina Hurricanes,Washington Capitals,59.7833,4,3.76,-0.24,20172018
1440,1440,1440,1440,1440,1-12-2018,Antti Raanta,home,Arizona Coyotes,Edmonton Oilers,58.7667,3,2.46,-0.54,20172018
1441,1441,1441,1441,1441,1-12-2018,Sergei Bobrovsky,home,Columbus Blue Jackets,Vancouver Canucks,57.85,4,3.23,-0.77,20172018
1442,1442,1442,1442,1442,1-12-2018,Cam Talbot,away,Edmonton Oilers,Arizona Coyotes,3.2833,2,0.27,-1.73,20172018
1443,1443,1443,1443,1443,1-13-2018,Jonathan Bernier,away,Colorado Avalanche,Dallas Stars,60.0,1,3.94,2.94,20172018
1444,1444,1444,1444,1444,1-13-2018,Jaroslav Halak,away,New York Islanders,New York Rangers,60.0,2,4.48,2.48,20172018
1445,1445,1445,1445,1445,1-13-2018,Tristan Jarry,home,Pittsburgh Penguins,Detroit Red Wings,60.0,1,2.21,1.21,20172018
1446,1446,1446,1446,1446,1-13-2018,Cam Talbot,away,Edmonton Oilers,Vegas Golden Knights,60.8833,2,2.96,0.96,20172018
1447,1447,1447,1447,1447,1-13-2018,Devan Dubnyk,home,Minnesota Wild,Winnipeg Jets,60.0,1,1.53,0.53,20172018
1448,1448,1448,1448,1448,1-13-2018,Connor Hellebuyck,away,Winnipeg Jets,Minnesota Wild,60.0,4,4.17,0.17,20172018
1449,1449,1449,1449,1449,1-13-2018,Brian Elliott,away,Philadelphia Flyers,New Jersey Devils,60.0,3,3.01,0.01,20172018
1450,1450,1450,1450,1450,1-13-2018,Tuukka Rask,away,Boston Bruins,Montreal Canadiens,64.7167,3,3.0,0.0,20172018
1451,1451,1451,1451,1451,1-13-2018,John Gibson,away,Anaheim Ducks,Los Angeles Kings,60.0,2,1.89,-0.11,20172018
1452,1452,1452,1452,1452,1-13-2018,Jimmy Howard,away,Detroit Red Wings,Pittsburgh Penguins,59.9167,4,3.88,-0.12,20172018
1453,1453,1453,1453,1453,1-13-2018,Henrik Lundqvist,home,New York Rangers,New York Islanders,33.1167,2,1.64,-0.36,20172018
1454,1454,1454,1454,1454,1-13-2018,Aaron Dell,home,San Jose Sharks,Arizona Coyotes,46.6667,2,1.32,-0.68,20172018
1455,1455,1455,1455,1455,1-13-2018,Jonathan Quick,home,Los Angeles Kings,Anaheim Ducks,59.25,3,2.31,-0.69,20172018
1456,1456,1456,1456,1456,1-13-2018,Carey Price,home,Montreal Canadiens,Boston Bruins,65.0,3,2.17,-0.83,20172018
1457,1457,1457,1457,1457,1-13-2018,Marc-Andre Fleury,home,Vegas Golden Knights,Edmonton Oilers,60.8833,3,1.97,-1.03,20172018
1458,1458,1458,1458,1458,1-13-2018,Ben Bishop,home,Dallas Stars,Colorado Avalanche,58.8333,3,1.8,-1.2,20172018
1459,1459,1459,1459,1459,1-13-2018,Scott Wedgewood,away,Arizona Coyotes,San Jose Sharks,62.7,6,4.06,-1.94,20172018
1460,1460,1460,1460,1460,1-13-2018,Martin Jones,home,San Jose Sharks,Arizona Coyotes,13.8,3,0.42,-2.58,20172018
1461,1461,1461,1461,1461,1-13-2018,Cory Schneider,home,New Jersey Devils,Philadelphia Flyers,60.0,5,1.94,-3.06,20172018
1462,1462,1462,1462,1462,1-13-2018,Ondrej Pavelec,home,New York Rangers,New York Islanders,26.85,5,1.81,-3.19,20172018
1463,1463,1463,1463,1463,1-14-2018,Mike Smith,away,Calgary Flames,Carolina Hurricanes,59.7667,1,4.59,3.59,20172018
1464,1464,1464,1464,1464,1-14-2018,Petr Mrazek,away,Detroit Red Wings,Chicago Blackhawks,60.0,0,2.31,2.31,20172018
1465,1465,1465,1465,1465,1-14-2018,Tristan Jarry,home,Pittsburgh Penguins,New York Rangers,59.9167,2,1.62,-0.38,20172018
1466,1466,1466,1466,1466,1-14-2018,Jacob Markstrom,away,Vancouver Canucks,Minnesota Wild,62.8333,2,1.62,-0.38,20172018
1467,1467,1467,1467,1467,1-14-2018,Henrik Lundqvist,away,New York Rangers,Pittsburgh Penguins,59.95,4,3.26,-0.74,20172018
1468,1468,1468,1468,1468,1-14-2018,Devan Dubnyk,home,Minnesota Wild,Vancouver Canucks,62.35,3,1.64,-1.36,20172018
1469,1469,1469,1469,1469,1-14-2018,Scott Darling,home,Carolina Hurricanes,Calgary Flames,59.7667,4,2.49,-1.51,20172018
1470,1470,1470,1470,1470,1-14-2018,Jeff Glass,home,Chicago Blackhawks,Detroit Red Wings,59.8333,4,2.42,-1.58,20172018
1471,1471,1471,1471,1471,1-15-2018,Martin Jones,away,San Jose Sharks,Los Angeles Kings,59.9667,1,2.73,1.73,20172018
1472,1472,1472,1472,1472,1-15-2018,Jonathan Bernier,home,Colorado Avalanche,Anaheim Ducks,60.0,1,2.45,1.45,20172018
1473,1473,1473,1473,1473,1-15-2018,Darcy Kuemper,home,Los Angeles Kings,San Jose Sharks,57.1833,3,3.2,0.2,20172018
1474,1474,1474,1474,1474,1-15-2018,Thomas Greiss,away,New York Islanders,Montreal Canadiens,61.85,4,4.1,0.1,20172018
1475,1475,1475,1475,1475,1-15-2018,Kari Lehtonen,away,Dallas Stars,Boston Bruins,62.0167,2,1.86,-0.14,20172018
1476,1476,1476,1476,1476,1-15-2018,Ryan Miller,away,Anaheim Ducks,Colorado Avalanche,57.15,3,2.43,-0.57,20172018
1477,1477,1477,1477,1477,1-15-2018,Anton Khudobin,home,Boston Bruins,Dallas Stars,62.9,3,2.11,-0.89,20172018
1478,1478,1478,1478,1478,1-15-2018,Carey Price,home,Montreal Canadiens,New York Islanders,61.25,5,2.07,-2.93,20172018
1479,1479,1479,1479,1479,1-16-2018,Juuse Saros,home,Nashville Predators,Vegas Golden Knights,59.7333,0,4.45,4.45,20172018
1480,1480,1480,1480,1480,1-16-2018,Carter Hutton,away,St Louis Blues,Toronto Maple Leafs,61.15,1,2.89,1.89,20172018
1481,1481,1481,1481,1481,1-16-2018,Marc-Andre Fleury,away,Vegas Golden Knights,Nashville Predators,57.9667,1,2.65,1.65,20172018
1482,1482,1482,1482,1482,1-16-2018,Frederik Andersen,home,Toronto Maple Leafs,St Louis Blues,61.7167,2,3.63,1.63,20172018
1483,1483,1483,1483,1483,1-16-2018,Keith Kinkaid,away,New Jersey Devils,New York Islanders,60.0,1,2.27,1.27,20172018
1484,1484,1484,1484,1484,1-16-2018,Henrik Lundqvist,home,New York Rangers,Philadelphia Flyers,60.0,1,2.02,1.02,20172018
1485,1485,1485,1485,1485,1-16-2018,Michal Neuvirth,away,Philadelphia Flyers,New York Rangers,20.0,0,0.51,0.51,20172018
1486,1486,1486,1486,1486,1-16-2018,Aaron Dell,away,San Jose Sharks,Arizona Coyotes,65.0,2,2.42,0.42,20172018
1487,1487,1487,1487,1487,1-16-2018,Antti Raanta,home,Arizona Coyotes,San Jose Sharks,65.0,2,1.67,-0.33,20172018
1488,1488,1488,1488,1488,1-16-2018,Jaroslav Halak,home,New York Islanders,New Jersey Devils,59.75,4,3.46,-0.54,20172018
1489,1489,1489,1489,1489,1-16-2018,Ben Bishop,away,Dallas Stars,Detroit Red Wings,60.0,2,1.09,-0.91,20172018
1490,1490,1490,1490,1490,1-16-2018,Jimmy Howard,home,Detroit Red Wings,Dallas Stars,55.15,4,2.52,-1.48,20172018
1491,1491,1491,1491,1491,1-16-2018,Brian Elliott,away,Philadelphia Flyers,New York Rangers,40.0,5,1.85,-3.15,20172018
1492,1492,1492,1492,1492,1-17-2018,Tuukka Rask,home,Boston Bruins,Montreal Canadiens,60.0,1,1.82,0.82,20172018
1493,1493,1493,1493,1493,1-17-2018,John Gibson,home,Anaheim Ducks,Pittsburgh Penguins,60.0,3,3.79,0.79,20172018
1494,1494,1494,1494,1494,1-17-2018,Tristan Jarry,away,Pittsburgh Penguins,Anaheim Ducks,58.0,4,3.14,-0.86,20172018
1495,1495,1495,1495,1495,1-17-2018,Carey Price,away,Montreal Canadiens,Boston Bruins,59.6833,3,2.04,-0.96,20172018
1496,1496,1496,1496,1496,1-18-2018,Joonas Korpisalo,home,Columbus Blue Jackets,Dallas Stars,65.0,1,3.01,2.01,20172018
1497,1497,1497,1497,1497,1-18-2018,Casey DeSmith,away,Pittsburgh Penguins,Los Angeles Kings,60.0,1,2.81,1.81,20172018
1498,1498,1498,1498,1498,1-18-2018,Michal Neuvirth,home,Philadelphia Flyers,Toronto Maple Leafs,60.3,2,3.29,1.29,20172018
1499,1499,1499,1499,1499,1-18-2018,Ben Bishop,away,Dallas Stars,Columbus Blue Jackets,64.5167,1,2.08,1.08,20172018
1500,1500,1500,1500,1500,1-18-2018,Marc-Andre Fleury,away,Vegas Golden Knights,Tampa Bay Lightning,60.0,1,2.01,1.01,20172018
1501,1501,1501,1501,1501,1-18-2018,Jonathan Bernier,home,Colorado Avalanche,San Jose Sharks,60.0,3,3.37,0.37,20172018
1502,1502,1502,1502,1502,1-18-2018,Carter Hutton,away,St Louis Blues,Ottawa Senators,59.9833,1,1.27,0.27,20172018
1503,1503,1503,1503,1503,1-18-2018,Antti Raanta,away,Arizona Coyotes,Nashville Predators,65.0,2,2.27,0.27,20172018
1504,1504,1504,1504,1504,1-18-2018,Henrik Lundqvist,home,New York Rangers,Buffalo Sabres,60.0,3,3.06,0.06,20172018
1505,1505,1505,1505,1505,1-18-2018,Anton Khudobin,away,Boston Bruins,New York Islanders,59.9833,2,2.0,0.0,20172018
1506,1506,1506,1506,1506,1-18-2018,Frederik Andersen,away,Toronto Maple Leafs,Philadelphia Flyers,60.1667,3,2.93,-0.07,20172018
1507,1507,1507,1507,1507,1-18-2018,Pekka Rinne,home,Nashville Predators,Arizona Coyotes,65.0,2,1.59,-0.41,20172018
1508,1508,1508,1508,1508,1-18-2018,Braden Holtby,away,Washington Capitals,New Jersey Devils,60.5667,4,3.54,-0.46,20172018
1509,1509,1509,1509,1509,1-18-2018,Jonathan Quick,home,Los Angeles Kings,Pittsburgh Penguins,59.5667,3,2.43,-0.57,20172018
1510,1510,1510,1510,1510,1-18-2018,Craig Anderson,home,Ottawa Senators,St Louis Blues,59.35,3,2.27,-0.73,20172018
1511,1511,1511,1511,1511,1-18-2018,Keith Kinkaid,home,New Jersey Devils,Washington Capitals,60.45,3,2.06,-0.94,20172018
1512,1512,1512,1512,1512,1-18-2018,Jaroslav Halak,home,New York Islanders,Boston Bruins,58.85,4,2.92,-1.08,20172018
1513,1513,1513,1513,1513,1-18-2018,Robin Lehner,away,Buffalo Sabres,New York Rangers,58.05,4,2.9,-1.1,20172018
1514,1514,1514,1514,1514,1-18-2018,Andrei Vasilevskiy,home,Tampa Bay Lightning,Vegas Golden Knights,60.0,4,2.42,-1.58,20172018
1515,1515,1515,1515,1515,1-18-2018,Martin Jones,away,San Jose Sharks,Colorado Avalanche,56.25,5,2.12,-2.88,20172018
1516,1516,1516,1516,1516,1-19-2018,Philipp Grubauer,home,Washington Capitals,Montreal Canadiens,57.55,2,3.84,1.84,20172018
1517,1517,1517,1517,1517,1-19-2018,John Gibson,home,Anaheim Ducks,Los Angeles Kings,59.0667,1,2.54,1.54,20172018
1518,1518,1518,1518,1518,1-19-2018,Jonathan Quick,away,Los Angeles Kings,Anaheim Ducks,58.0,2,3.54,1.54,20172018
1519,1519,1519,1519,1519,1-19-2018,Antti Niemi,away,Montreal Canadiens,Washington Capitals,59.95,2,2.64,0.64,20172018
1520,1520,1520,1520,1520,1-19-2018,James Reimer,home,Florida Panthers,Vegas Golden Knights,60.6667,3,2.73,-0.27,20172018
1521,1521,1521,1521,1521,1-19-2018,Malcolm Subban,away,Vegas Golden Knights,Florida Panthers,60.6167,4,2.14,-1.86,20172018
1522,1522,1522,1522,1522,1-20-2018,Ken Appleby,away,New Jersey Devils,Philadelphia Flyers,46.0667,0,2.77,2.77,20172018
1523,1523,1523,1523,1523,1-20-2018,Connor Hellebuyck,away,Winnipeg Jets,Calgary Flames,65.0,1,2.77,1.77,20172018
1524,1524,1524,1524,1524,1-20-2018,Aaron Dell,home,San Jose Sharks,Pittsburgh Penguins,60.0,1,2.58,1.58,20172018
1525,1525,1525,1525,1525,1-20-2018,Mike Smith,home,Calgary Flames,Winnipeg Jets,65.0,1,2.4,1.4,20172018
1526,1526,1526,1526,1526,1-20-2018,Kari Lehtonen,away,Dallas Stars,Buffalo Sabres,60.0,1,2.3,1.3,20172018
1527,1527,1527,1527,1527,1-20-2018,Jonathan Bernier,home,Colorado Avalanche,New York Rangers,60.0,1,2.22,1.22,20172018
1528,1528,1528,1528,1528,1-20-2018,Tuukka Rask,away,Boston Bruins,Montreal Canadiens,60.0,1,1.86,0.86,20172018
1529,1529,1529,1529,1529,1-20-2018,Cam Ward,away,Carolina Hurricanes,Detroit Red Wings,59.6333,1,1.85,0.85,20172018
1530,1530,1530,1530,1530,1-20-2018,Michal Neuvirth,home,Philadelphia Flyers,New Jersey Devils,59.7167,1,1.63,0.63,20172018
1531,1531,1531,1531,1531,1-20-2018,Cam Talbot,home,Edmonton Oilers,Vancouver Canucks,59.7167,2,2.63,0.63,20172018
1532,1532,1532,1532,1532,1-20-2018,Casey DeSmith,away,Pittsburgh Penguins,San Jose Sharks,57.7667,2,2.5,0.5,20172018
1533,1533,1533,1533,1533,1-20-2018,Jake Allen,home,St Louis Blues,Arizona Coyotes,52.65,2,2.32,0.32,20172018
1534,1534,1534,1534,1534,1-20-2018,Jimmy Howard,home,Detroit Red Wings,Carolina Hurricanes,58.25,3,3.19,0.19,20172018
1535,1535,1535,1535,1535,1-20-2018,Pekka Rinne,home,Nashville Predators,Florida Panthers,59.8833,3,3.11,0.11,20172018
1536,1536,1536,1536,1536,1-20-2018,Antti Raanta,away,Arizona Coyotes,St Louis Blues,60.0,2,1.95,-0.05,20172018
1537,1537,1537,1537,1537,1-20-2018,Devan Dubnyk,home,Minnesota Wild,Tampa Bay Lightning,60.0,2,1.95,-0.05,20172018
1538,1538,1538,1538,1538,1-20-2018,Henrik Lundqvist,away,New York Rangers,Colorado Avalanche,58.9167,2,1.75,-0.25,20172018
1539,1539,1539,1539,1539,1-20-2018,Jacob Markstrom,away,Vancouver Canucks,Edmonton Oilers,59.7333,4,3.75,-0.25,20172018
1540,1540,1540,1540,1540,1-20-2018,Jaroslav Halak,away,New York Islanders,Chicago Blackhawks,60.0,3,2.24,-0.76,20172018
1541,1541,1541,1541,1541,1-20-2018,Anton Forsberg,home,Chicago Blackhawks,New York Islanders,41.8667,5,4.23,-0.77,20172018
1542,1542,1542,1542,1542,1-20-2018,Jeff Glass,home,Chicago Blackhawks,New York Islanders,18.1333,2,1.05,-0.95,20172018
1543,1543,1543,1543,1543,1-20-2018,Carey Price,home,Montreal Canadiens,Boston Bruins,58.9333,3,1.99,-1.01,20172018
1544,1544,1544,1544,1544,1-20-2018,Craig Anderson,home,Ottawa Senators,Toronto Maple Leafs,58.4,4,2.71,-1.29,20172018
1545,1545,1545,1545,1545,1-20-2018,Frederik Andersen,away,Toronto Maple Leafs,Ottawa Senators,60.0,3,1.58,-1.42,20172018
1546,1546,1546,1546,1546,1-20-2018,Carter Hutton,home,St Louis Blues,Arizona Coyotes,7.1,3,1.18,-1.82,20172018
1547,1547,1547,1547,1547,1-20-2018,Harri Sateri,away,Florida Panthers,Nashville Predators,57.75,4,2.08,-1.92,20172018
1548,1548,1548,1548,1548,1-20-2018,Andrei Vasilevskiy,away,Tampa Bay Lightning,Minnesota Wild,59.3833,4,2.07,-1.93,20172018
1549,1549,1549,1549,1549,1-20-2018,Keith Kinkaid,away,New Jersey Devils,Philadelphia Flyers,12.25,3,0.8,-2.2,20172018
1550,1550,1550,1550,1550,1-20-2018,Chad Johnson,home,Buffalo Sabres,Dallas Stars,30.4667,3,0.55,-2.45,20172018
1551,1551,1551,1551,1551,1-20-2018,Robin Lehner,home,Buffalo Sabres,Dallas Stars,29.4667,4,1.27,-2.73,20172018
1552,1552,1552,1552,1552,1-21-2018,Marc-Andre Fleury,away,Vegas Golden Knights,Carolina Hurricanes,60.0,1,3.12,2.12,20172018
1553,1553,1553,1553,1553,1-21-2018,Brian Elliott,away,Philadelphia Flyers,Washington Capitals,60.45,1,2.52,1.52,20172018
1554,1554,1554,1554,1554,1-21-2018,Aaron Dell,away,San Jose Sharks,Anaheim Ducks,60.0,2,3.33,1.33,20172018
1555,1555,1555,1555,1555,1-21-2018,Anders Nilsson,away,Vancouver Canucks,Winnipeg Jets,58.5,1,1.98,0.98,20172018
1556,1556,1556,1556,1556,1-21-2018,Cam Ward,home,Carolina Hurricanes,Vegas Golden Knights,46.9333,2,2.92,0.92,20172018
1557,1557,1557,1557,1557,1-21-2018,Connor Hellebuyck,home,Winnipeg Jets,Vancouver Canucks,60.0,0,0.84,0.84,20172018
1558,1558,1558,1558,1558,1-21-2018,Braden Holtby,home,Washington Capitals,Philadelphia Flyers,60.45,2,2.33,0.33,20172018
1559,1559,1559,1559,1559,1-21-2018,Jonathan Quick,home,Los Angeles Kings,New York Rangers,59.8,2,2.33,0.33,20172018
1560,1560,1560,1560,1560,1-21-2018,Ryan Miller,home,Anaheim Ducks,San Jose Sharks,7.8667,1,0.14,-0.86,20172018
1561,1561,1561,1561,1561,1-21-2018,Henrik Lundqvist,away,New York Rangers,Los Angeles Kings,57.8167,3,2.01,-0.99,20172018
1562,1562,1562,1562,1562,1-21-2018,Scott Darling,home,Carolina Hurricanes,Vegas Golden Knights,12.9833,3,0.53,-2.47,20172018
1563,1563,1563,1563,1563,1-21-2018,John Gibson,home,Anaheim Ducks,San Jose Sharks,52.1333,5,2.1,-2.9,20172018
1564,1564,1564,1564,1564,1-22-2018,Petr Mrazek,away,Detroit Red Wings,New Jersey Devils,60.0,0,2.95,2.95,20172018
1565,1565,1565,1565,1565,1-22-2018,Andrei Vasilevskiy,away,Tampa Bay Lightning,Chicago Blackhawks,60.0,0,2.46,2.46,20172018
1566,1566,1566,1566,1566,1-22-2018,Alex Stalock,home,Minnesota Wild,Ottawa Senators,60.0,1,2.53,1.53,20172018
1567,1567,1567,1567,1567,1-22-2018,Chad Johnson,away,Buffalo Sabres,Calgary Flames,61.5,1,2.3,1.3,20172018
1568,1568,1568,1568,1568,1-22-2018,Jonathan Bernier,away,Colorado Avalanche,Toronto Maple Leafs,60.0,2,3.25,1.25,20172018
1569,1569,1569,1569,1569,1-22-2018,Jeff Glass,home,Chicago Blackhawks,Tampa Bay Lightning,58.6833,2,2.93,0.93,20172018
1570,1570,1570,1570,1570,1-22-2018,Antti Raanta,home,Arizona Coyotes,New York Islanders,62.35,2,2.93,0.93,20172018
1571,1571,1571,1571,1571,1-22-2018,Mike Smith,home,Calgary Flames,Buffalo Sabres,61.2833,2,2.9,0.9,20172018
1572,1572,1572,1572,1572,1-22-2018,Jaroslav Halak,away,New York Islanders,Arizona Coyotes,62.3,3,3.83,0.83,20172018
1573,1573,1573,1573,1573,1-22-2018,Frederik Andersen,home,Toronto Maple Leafs,Colorado Avalanche,57.9833,3,2.62,-0.38,20172018
1574,1574,1574,1574,1574,1-22-2018,Mike Condon,away,Ottawa Senators,Minnesota Wild,57.7833,3,2.58,-0.42,20172018
1575,1575,1575,1575,1575,1-22-2018,Cory Schneider,home,New Jersey Devils,Detroit Red Wings,59.9667,3,2.17,-0.83,20172018
1576,1576,1576,1576,1576,1-23-2018,Robin Lehner,away,Buffalo Sabres,Edmonton Oilers,60.0,0,2.72,2.72,20172018
1577,1577,1577,1577,1577,1-23-2018,Ben Bishop,home,Dallas Stars,Florida Panthers,60.0,1,3.71,2.71,20172018
1578,1578,1578,1578,1578,1-23-2018,Carter Hutton,home,St Louis Blues,Ottawa Senators,60.0,0,2.44,2.44,20172018
1579,1579,1579,1579,1579,1-23-2018,Casey DeSmith,home,Pittsburgh Penguins,Carolina Hurricanes,60.0,1,3.19,2.19,20172018
1580,1580,1580,1580,1580,1-23-2018,Ondrej Pavelec,away,New York Rangers,Anaheim Ducks,42.8167,2,3.03,1.03,20172018
1581,1581,1581,1581,1581,1-23-2018,Jacob Markstrom,home,Vancouver Canucks,Los Angeles Kings,60.0,2,2.6,0.6,20172018
1582,1582,1582,1582,1582,1-23-2018,James Reimer,away,Florida Panthers,Dallas Stars,3.8,0,0.34,0.34,20172018
1583,1583,1583,1583,1583,1-23-2018,Jonathan Bernier,away,Colorado Avalanche,Montreal Canadiens,59.7167,3,3.34,0.34,20172018
1584,1584,1584,1584,1584,1-23-2018,Tuukka Rask,home,Boston Bruins,New Jersey Devils,60.0,2,2.33,0.33,20172018
