Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against
2022-01-11,Juuse Saros,home,Nashville Predators,Colorado Avalanche,62.5167,4,2.74
2022-01-11,Darcy Kuemper,away,Colorado Avalanche,Nashville Predators,63.0167,5,3.66
2022-02-12,Jacob Markstrom,home,Calgary Flames,New York Islanders,60.0,2,2.42
2022-02-12,Ilya Sorokin,away,New York Islanders,Calgary Flames,60.0,5,2.45
2022-01-11,Robin Lehner,home,Vegas Golden Knights,Toronto Maple Leafs,65.0,3,2.23
2022-01-11,Jack Campbell,away,Toronto Maple Leafs,Vegas Golden Knights,65.0,3,2.93
2022-01-11,Anthony Stolarz,home,Anaheim Ducks,Pittsburgh Penguins,58.8,3,3.34
2022-01-11,Tristan Jarry,away,Pittsburgh Penguins,Anaheim Ducks,60.0,1,2.17
2022-01-11,Adin Hill,home,San Jose Sharks,Detroit Red Wings,60.8833,2,1.77
2022-01-11,Alex Nedeljkovic,away,Detroit Red Wings,San Jose Sharks,61.0,3,3.97
2022-03-21,Jake Allen,home,Montreal Canadiens,Boston Bruins,60.5667,3,4.83
2022-03-21,Jeremy Swayman,away,Boston Bruins,Montreal Canadiens,60.5667,2,2.51
2022-01-12,Jake Oettinger,home,Dallas Stars,Seattle Kraken,59.9833,2,2.72
2022-01-12,Philipp Grubauer,away,Seattle Kraken,Dallas Stars,58.7333,4,1.96
2022-02-20,Mikko Koskinen,home,Edmonton Oilers,Minnesota Wild,46.2833,3,1.51
2022-02-20,Mike Smith,home,Edmonton Oilers,Minnesota Wild,13.6333,4,0.48
2022-02-20,Kaapo Kahkonen,away,Minnesota Wild,Edmonton Oilers,60.0,3,3.14
2022-01-12,Karel Vejmelka,home,Arizona Coyotes,Toronto Maple Leafs,60.0,1,5.89
2022-01-12,Petr Mrazek,away,Toronto Maple Leafs,Arizona Coyotes,57.4167,2,2.07
2022-01-13,Tuukka Rask,home,Boston Bruins,Philadelphia Flyers,59.6667,2,2.29
2022-01-13,Carter Hart,away,Philadelphia Flyers,Boston Bruins,56.1833,3,3.36
2022-01-13,Alex Nedeljkovic,home,Detroit Red Wings,Winnipeg Jets,58.0333,2,2.51
2022-01-13,Connor Hellebuyck,away,Winnipeg Jets,Detroit Red Wings,60.0,0,2.21
2022-01-13,Andrei Vasilevskiy,home,Tampa Bay Lightning,Vancouver Canucks,59.95,2,2.37
2022-01-13,Thatcher Demko,away,Vancouver Canucks,Tampa Bay Lightning,58.8167,3,2.06
2022-01-13,Ilya Sorokin,home,New York Islanders,New Jersey Devils,60.0,2,3.12
2022-01-13,Jon Gillies,away,New Jersey Devils,New York Islanders,57.6833,3,3.14
2022-01-13,Frederik Andersen,home,Carolina Hurricanes,Columbus Blue Jackets,45.05,4,3.47
2022-01-13,Jack LaFontaine,home,Carolina Hurricanes,Columbus Blue Jackets,14.95,2,0.42
2022-01-13,Elvis Merzlikins,away,Columbus Blue Jackets,Carolina Hurricanes,60.0,0,2.81
2022-01-13,Marc-Andre Fleury,home,Chicago Blackhawks,Montreal Canadiens,62.0333,2,2.41
2022-01-13,Sam Montembeault,away,Montreal Canadiens,Chicago Blackhawks,62.4,3,2.3
2022-01-13,Ville Husso,home,St Louis Blues,Seattle Kraken,60.0,1,3.47
2022-01-13,Chris Driedger,away,Seattle Kraken,St Louis Blues,58.3,2,2.35
2022-01-13,Juuse Saros,home,Nashville Predators,Buffalo Sabres,58.1,3,1.72
2022-01-13,Aaron Dell,away,Buffalo Sabres,Nashville Predators,59.95,1,2.08
2022-01-13,Jacob Markstrom,home,Calgary Flames,Ottawa Senators,59.9,4,2.77
2022-01-13,Matt Murray,away,Ottawa Senators,Calgary Flames,60.0,1,3.43
2022-01-13,Jonathan Quick,home,Los Angeles Kings,Pittsburgh Penguins,60.0,2,3.55
2022-01-13,Tristan Jarry,away,Pittsburgh Penguins,Los Angeles Kings,60.0,6,6.06
2022-01-13,Adin Hill,home,San Jose Sharks,New York Rangers,58.9333,2,2.03
2022-01-13,Igor Shesterkin,away,New York Rangers,San Jose Sharks,60.0,0,2.91
2022-01-14,Sergei Bobrovsky,home,Florida Panthers,Dallas Stars,59.6667,1,2.95
2022-01-14,Jake Oettinger,away,Dallas Stars,Florida Panthers,26.05,4,1.34
2022-01-14,Anton Khudobin,away,Dallas Stars,Florida Panthers,33.9333,3,1.71
2022-01-14,Kaapo Kahkonen,home,Minnesota Wild,Anaheim Ducks,60.0,3,2.49
2022-01-14,Lukas Dostal,away,Anaheim Ducks,Minnesota Wild,17.9167,1,0.73
2022-01-14,Anthony Stolarz,away,Anaheim Ducks,Minnesota Wild,42.0833,6,2.09
2022-01-14,Pavel Francouz,home,Colorado Avalanche,Arizona Coyotes,64.75,3,1.51
2022-01-14,Ivan Prosvetov,away,Arizona Coyotes,Colorado Avalanche,65.0,3,3.79
2022-02-08,Mike Smith,home,Edmonton Oilers,Vegas Golden Knights,60.0,4,2.64
2022-02-08,Laurent Brossoit,away,Vegas Golden Knights,Edmonton Oilers,60.0,0,2.81
2022-01-15,Linus Ullmark,home,Boston Bruins,Nashville Predators,61.5833,3,2.02
2022-01-15,Juuse Saros,away,Nashville Predators,Boston Bruins,61.6833,4,3.17
2022-02-08,Cayden Primeau,home,Montreal Canadiens,New Jersey Devils,60.0,7,3.03
2022-02-08,Jon Gillies,away,New Jersey Devils,Montreal Canadiens,59.8333,1,2.11
2022-01-15,Alex Nedeljkovic,home,Detroit Red Wings,Buffalo Sabres,58.7167,0,1.84
2022-01-15,Aaron Dell,away,Buffalo Sabres,Detroit Red Wings,59.9833,4,3.73
2022-01-15,Andrei Vasilevskiy,home,Tampa Bay Lightning,Dallas Stars,60.0,1,1.69
2022-01-15,Anton Khudobin,away,Dallas Stars,Tampa Bay Lightning,58.55,2,2.67
2022-01-15,Sergei Bobrovsky,home,Florida Panthers,Columbus Blue Jackets,60.0,2,1.79
2022-01-15,Joonas Korpisalo,away,Columbus Blue Jackets,Florida Panthers,46.5333,5,3.31
2022-01-15,Elvis Merzlikins,away,Columbus Blue Jackets,Florida Panthers,13.4667,4,1.5
2022-01-15,Semyon Varlamov,home,New York Islanders,Washington Capitals,58.05,1,2.56
2022-01-15,Vitek Vanecek,away,Washington Capitals,New York Islanders,60.0,0,2.3
2022-01-15,Carter Hart,home,Philadelphia Flyers,New York Rangers,57.5833,3,1.65
2022-01-15,Igor Shesterkin,away,New York Rangers,Philadelphia Flyers,59.9333,2,1.93
2022-01-15,Frederik Andersen,home,Carolina Hurricanes,Vancouver Canucks,60.0,1,2.92
2022-01-15,Thatcher Demko,away,Vancouver Canucks,Carolina Hurricanes,59.9833,4,3.56
2022-01-15,Marc-Andre Fleury,home,Chicago Blackhawks,Anaheim Ducks,60.0,0,3.82
2022-01-15,Lukas Dostal,away,Anaheim Ducks,Chicago Blackhawks,59.1,2,3.4
2022-01-15,Jordan Binnington,home,St Louis Blues,Toronto Maple Leafs,57.3833,6,2.73
2022-01-15,Jack Campbell,away,Toronto Maple Leafs,St Louis Blues,59.6,5,2.02
2022-03-24,Connor Hellebuyck,home,Winnipeg Jets,Ottawa Senators,57.8,4,2.92
2022-03-24,Anton Forsberg,away,Ottawa Senators,Winnipeg Jets,60.0,2,1.78
2022-02-09,Jacob Markstrom,home,Calgary Flames,Vegas Golden Knights,60.0,0,2.85
2022-02-09,Robin Lehner,away,Vegas Golden Knights,Calgary Flames,60.0,6,2.99
2022-01-15,Karel Vejmelka,home,Arizona Coyotes,Colorado Avalanche,60.0,5,3.09
2022-01-15,Darcy Kuemper,away,Colorado Avalanche,Arizona Coyotes,60.0,0,1.9
2022-01-15,Adin Hill,home,San Jose Sharks,Pittsburgh Penguins,60.6167,2,2.13
2022-01-15,Louis Domingue,away,Pittsburgh Penguins,San Jose Sharks,60.6167,1,4.0
2022-01-15,Chris Driedger,home,Seattle Kraken,Los Angeles Kings,58.7833,2,1.81
2022-01-15,Cal Petersen,away,Los Angeles Kings,Seattle Kraken,60.0,1,1.99
2022-01-16,Ilya Samsonov,home,Washington Capitals,Vancouver Canucks,58.3,3,3.64
2022-01-16,Thatcher Demko,away,Vancouver Canucks,Washington Capitals,60.0,2,3.01
2022-02-19,Connor Hellebuyck,home,Winnipeg Jets,Edmonton Oilers,58.5333,3,3.77
2022-02-19,Mikko Koskinen,away,Edmonton Oilers,Winnipeg Jets,60.0,2,2.37
2022-01-17,Aaron Dell,home,Buffalo Sabres,Detroit Red Wings,62.1167,3,2.78
2022-01-17,Alex Nedeljkovic,away,Detroit Red Wings,Buffalo Sabres,62.1167,2,2.22
2022-01-31,Petr Mrazek,home,Toronto Maple Leafs,New Jersey Devils,50.8167,1,1.75
2022-01-31,Jack Campbell,home,Toronto Maple Leafs,New Jersey Devils,9.1667,3,0.86
2022-01-31,Akira Schmid,away,New Jersey Devils,Toronto Maple Leafs,59.6,5,2.62
2022-01-17,Ilya Sorokin,home,New York Islanders,Philadelphia Flyers,60.0,1,2.26
2022-01-17,Martin Jones,away,Philadelphia Flyers,New York Islanders,57.85,3,3.0
2022-01-17,Ville Husso,home,St Louis Blues,Nashville Predators,60.0,3,4.27
2022-01-17,Juuse Saros,away,Nashville Predators,St Louis Blues,57.6833,5,2.22
2022-01-17,Darcy Kuemper,home,Colorado Avalanche,Minnesota Wild,29.4333,1,1.58
2022-01-17,Pavel Francouz,home,Colorado Avalanche,Minnesota Wild,35.5667,2,2.02
2022-01-17,Kaapo Kahkonen,away,Minnesota Wild,Colorado Avalanche,64.9,3,3.4
2022-01-17,Karel Vejmelka,home,Arizona Coyotes,Montreal Canadiens,60.0,2,2.27
2022-01-17,Cayden Primeau,away,Montreal Canadiens,Arizona Coyotes,40.0,4,1.79
2022-01-17,Sam Montembeault,away,Montreal Canadiens,Arizona Coyotes,19.25,0,0.74
2022-01-17,Robin Lehner,home,Vegas Golden Knights,Pittsburgh Penguins,58.65,4,4.79
2022-01-17,Tristan Jarry,away,Pittsburgh Penguins,Vegas Golden Knights,60.0,3,2.47
2022-01-17,James Reimer,home,San Jose Sharks,Los Angeles Kings,60.0,2,3.66
2022-01-17,Jonathan Quick,away,Los Angeles Kings,San Jose Sharks,60.0,6,1.62
2022-01-17,Philipp Grubauer,home,Seattle Kraken,Chicago Blackhawks,64.3333,2,2.3
2022-01-17,Marc-Andre Fleury,away,Chicago Blackhawks,Seattle Kraken,65.0,2,4.32
2022-01-18,Linus Ullmark,home,Boston Bruins,Carolina Hurricanes,40.0,2,1.73
2022-01-18,Tuukka Rask,home,Boston Bruins,Carolina Hurricanes,20.0,5,1.38
2022-01-18,Frederik Andersen,away,Carolina Hurricanes,Boston Bruins,60.0,1,2.63
2022-01-18,Anton Forsberg,home,Ottawa Senators,Buffalo Sabres,59.6167,2,1.72
2022-01-18,Michael Houser,away,Buffalo Sabres,Ottawa Senators,60.0,1,2.98
2022-03-10,Ilya Sorokin,home,New York Islanders,Columbus Blue Jackets,59.5833,0,2.3
2022-03-10,Joonas Korpisalo,away,Columbus Blue Jackets,New York Islanders,59.75,6,5.41
2022-02-09,Carter Hart,home,Philadelphia Flyers,Detroit Red Wings,56.8167,5,3.49
2022-02-09,Alex Nedeljkovic,away,Detroit Red Wings,Philadelphia Flyers,59.95,3,1.9
2022-01-18,Vitek Vanecek,home,Washington Capitals,Winnipeg Jets,60.05,3,3.52
2022-01-18,Connor Hellebuyck,away,Winnipeg Jets,Washington Capitals,59.9167,4,2.9
2022-01-18,David Rittich,home,Nashville Predators,Vancouver Canucks,58.0,3,3.02
2022-01-18,Thatcher Demko,away,Vancouver Canucks,Nashville Predators,59.7167,1,2.44
2022-01-18,Jake Oettinger,home,Dallas Stars,Montreal Canadiens,44.1167,5,1.74
2022-01-18,Braden Holtby,home,Dallas Stars,Montreal Canadiens,11.3833,0,0.3
2022-01-18,Sam Montembeault,away,Montreal Canadiens,Dallas Stars,59.7,3,6.44
2022-01-18,Jacob Markstrom,home,Calgary Flames,Florida Panthers,60.0,1,3.2
2022-01-18,Spencer Knight,away,Florida Panthers,Calgary Flames,59.9333,5,2.42
2022-02-09,Mike Smith,home,Edmonton Oilers,Chicago Blackhawks,59.9167,4,2.77
2022-02-09,Marc-Andre Fleury,away,Chicago Blackhawks,Edmonton Oilers,60.0,1,3.89
2022-01-18,Cal Petersen,home,Los Angeles Kings,Tampa Bay Lightning,58.5667,5,2.45
2022-01-18,Andrei Vasilevskiy,away,Tampa Bay Lightning,Los Angeles Kings,60.0,4,3.43
2022-01-19,Mackenzie Blackwood,home,New Jersey Devils,Arizona Coyotes,56.8833,4,1.9
2022-01-19,Karel Vejmelka,away,Arizona Coyotes,New Jersey Devils,60.0,1,2.94
2022-01-19,Igor Shesterkin,home,New York Rangers,Toronto Maple Leafs,60.0,3,4.44
2022-01-19,Jack Campbell,away,Toronto Maple Leafs,New York Rangers,58.5,5,2.55
2022-01-19,John Gibson,home,Anaheim Ducks,Colorado Avalanche,58.6667,1,2.79
2022-01-19,Pavel Francouz,away,Colorado Avalanche,Anaheim Ducks,59.8667,0,2.21
2022-01-20,Linus Ullmark,home,Boston Bruins,Washington Capitals,60.0,3,1.3
2022-01-20,Vitek Vanecek,away,Washington Capitals,Boston Bruins,59.3667,4,2.56
2022-01-20,Aaron Dell,home,Buffalo Sabres,Dallas Stars,57.9667,5,4.44
2022-01-20,Braden Holtby,away,Dallas Stars,Buffalo Sabres,59.9,4,2.27
2022-01-20,Carter Hart,home,Philadelphia Flyers,Columbus Blue Jackets,57.6833,2,2.05
2022-01-20,Elvis Merzlikins,away,Columbus Blue Jackets,Philadelphia Flyers,60.0,1,3.21
2022-01-20,Tristan Jarry,home,Pittsburgh Penguins,Ottawa Senators,59.8833,4,3.42
2022-01-20,Anton Forsberg,away,Ottawa Senators,Pittsburgh Penguins,14.3667,2,0.85
2022-01-20,Filip Gustavsson,away,Ottawa Senators,Pittsburgh Penguins,44.6667,3,2.41
2022-01-20,Juuse Saros,home,Nashville Predators,Winnipeg Jets,60.0,2,3.35
2022-01-20,Connor Hellebuyck,away,Winnipeg Jets,Nashville Predators,57.2167,4,1.62
2022-01-20,Mikko Koskinen,home,Edmonton Oilers,Florida Panthers,60.0,6,2.47
2022-01-20,Sergei Bobrovsky,away,Florida Panthers,Edmonton Oilers,60.0,0,3.61
2022-01-20,Robin Lehner,home,Vegas Golden Knights,Montreal Canadiens,61.4833,3,2.84
2022-01-20,Sam Montembeault,away,Montreal Canadiens,Vegas Golden Knights,61.8333,4,4.93
2022-01-20,Jonathan Quick,home,Los Angeles Kings,Colorado Avalanche,57.9333,3,2.32
2022-01-20,Darcy Kuemper,away,Colorado Avalanche,Los Angeles Kings,60.0,1,4.07
2022-01-20,Philipp Grubauer,home,Seattle Kraken,San Jose Sharks,60.0,2,2.74
2022-01-20,Adin Hill,away,San Jose Sharks,Seattle Kraken,58.45,3,1.66
2022-01-21,Alex Nedeljkovic,home,Detroit Red Wings,Dallas Stars,62.0833,5,2.39
2022-01-21,Braden Holtby,away,Dallas Stars,Detroit Red Wings,62.3667,4,1.78
2022-01-21,Ilya Sorokin,home,New York Islanders,Arizona Coyotes,59.55,0,1.06
2022-01-21,Scott Wedgewood,away,Arizona Coyotes,New York Islanders,60.0,4,2.85
2022-01-21,Frederik Andersen,home,Carolina Hurricanes,New York Rangers,60.0,3,3.18
2022-01-21,Alexandar Georgiev,away,New York Rangers,Carolina Hurricanes,59.5667,6,5.2
2022-01-21,Joonas Korpisalo,home,Columbus Blue Jackets,Pittsburgh Penguins,59.4833,4,4.67
2022-01-21,Casey DeSmith,away,Pittsburgh Penguins,Columbus Blue Jackets,20.0,2,1.49
2022-01-21,Tristan Jarry,away,Pittsburgh Penguins,Columbus Blue Jackets,40.0,0,1.15
2022-01-21,Marc-Andre Fleury,home,Chicago Blackhawks,Minnesota Wild,31.55,4,1.29
2022-01-21,Kevin Lankinen,home,Chicago Blackhawks,Minnesota Wild,27.9167,1,1.59
2022-01-21,Kaapo Kahkonen,away,Minnesota Wild,Chicago Blackhawks,60.0,1,1.99
2022-01-21,Spencer Martin,home,Vancouver Canucks,Florida Panthers,65.0,1,2.62
2022-01-21,Spencer Knight,away,Florida Panthers,Vancouver Canucks,64.95,1,2.12
2022-01-21,John Gibson,home,Anaheim Ducks,Tampa Bay Lightning,59.75,1,4.29
2022-01-21,Andrei Vasilevskiy,away,Tampa Bay Lightning,Anaheim Ducks,59.3167,4,3.1
2022-01-21,Joey Daccord,home,Seattle Kraken,St Louis Blues,59.9667,5,2.67
2022-01-21,Ville Husso,away,St Louis Blues,Seattle Kraken,60.0,0,1.75
2022-01-22,Tuukka Rask,home,Boston Bruins,Winnipeg Jets,59.75,2,1.63
2022-01-22,Connor Hellebuyck,away,Winnipeg Jets,Boston Bruins,58.4333,3,2.58
2022-01-22,Michael Houser,home,Buffalo Sabres,Philadelphia Flyers,60.0,3,2.55
2022-01-22,Martin Jones,away,Philadelphia Flyers,Buffalo Sabres,18.0,4,0.63
2022-01-22,Carter Hart,away,Philadelphia Flyers,Buffalo Sabres,42.0,2,1.53
2022-04-17,Jack Campbell,home,Toronto Maple Leafs,New York Islanders,60.0,2,2.18
2022-04-17,Ilya Sorokin,away,New York Islanders,Toronto Maple Leafs,58.0833,3,3.63
2022-01-22,Jon Gillies,home,New Jersey Devils,Carolina Hurricanes,59.9,4,2.13
2022-01-22,Jack LaFontaine,away,Carolina Hurricanes,New Jersey Devils,60.0,7,3.34
2022-01-22,Igor Shesterkin,home,New York Rangers,Arizona Coyotes,59.9833,3,3.47
2022-01-22,Scott Wedgewood,away,Arizona Coyotes,New York Rangers,18.3,1,0.69
2022-01-22,Karel Vejmelka,away,Arizona Coyotes,New York Rangers,41.55,6,1.79
2022-01-22,Vitek Vanecek,home,Washington Capitals,Ottawa Senators,61.2167,2,2.18
2022-01-22,Matt Murray,away,Ottawa Senators,Washington Capitals,61.2167,3,3.88
2022-01-22,Juuse Saros,home,Nashville Predators,Detroit Red Wings,59.4,1,2.49
2022-01-22,Alex Nedeljkovic,away,Detroit Red Wings,Nashville Predators,57.9333,3,2.06
2022-01-22,Kaapo Kahkonen,home,Minnesota Wild,Chicago Blackhawks,63.2,3,2.42
2022-01-22,Kevin Lankinen,away,Chicago Blackhawks,Minnesota Wild,64.3667,4,3.58
2022-01-22,Darcy Kuemper,home,Colorado Avalanche,Montreal Canadiens,60.0667,2,2.78
2022-01-22,Cayden Primeau,away,Montreal Canadiens,Colorado Avalanche,61.2667,3,3.06
2022-01-22,Mikko Koskinen,home,Edmonton Oilers,Calgary Flames,60.0,3,3.53
2022-01-22,Jacob Markstrom,away,Calgary Flames,Edmonton Oilers,58.9,4,1.88
2022-01-22,Adin Hill,home,San Jose Sharks,Tampa Bay Lightning,47.4667,3,2.11
2022-01-22,James Reimer,home,San Jose Sharks,Tampa Bay Lightning,12.5333,4,1.7
2022-01-22,Brian Elliott,away,Tampa Bay Lightning,San Jose Sharks,60.0,1,2.44
2022-01-23,Jon Gillies,home,New Jersey Devils,Los Angeles Kings,58.4667,3,2.58
2022-01-23,Cal Petersen,away,Los Angeles Kings,New Jersey Devils,60.0,2,2.36
2022-01-23,Tristan Jarry,home,Pittsburgh Penguins,Winnipeg Jets,65.0,2,2.82
2022-01-23,Connor Hellebuyck,away,Winnipeg Jets,Pittsburgh Penguins,65.0,2,2.99
2022-01-23,Elvis Merzlikins,home,Columbus Blue Jackets,Ottawa Senators,57.95,2,2.93
2022-01-23,Anton Forsberg,away,Ottawa Senators,Columbus Blue Jackets,60.0,1,2.9
2022-01-23,Michael Dipietro,home,Vancouver Canucks,St Louis Blues,57.35,3,1.77
2022-01-23,Ville Husso,away,St Louis Blues,Vancouver Canucks,59.7667,1,4.32
2022-01-23,Philipp Grubauer,home,Seattle Kraken,Florida Panthers,59.95,3,3.17
2022-01-23,Sergei Bobrovsky,away,Florida Panthers,Seattle Kraken,57.7,4,2.87
2022-01-24,Tuukka Rask,home,Boston Bruins,Anaheim Ducks,56.9333,5,2.16
2022-01-24,John Gibson,away,Anaheim Ducks,Boston Bruins,60.0,3,2.1
2022-01-24,Igor Shesterkin,home,New York Rangers,Los Angeles Kings,64.45,2,2.67
2022-01-24,Jonathan Quick,away,Los Angeles Kings,New York Rangers,65.0,2,3.66
2022-01-24,Carter Hart,home,Philadelphia Flyers,Dallas Stars,58.2667,2,2.46
2022-01-24,Jake Oettinger,away,Dallas Stars,Philadelphia Flyers,60.0,1,2.52
2022-01-24,Vitek Vanecek,home,Washington Capitals,Vegas Golden Knights,58.75,1,3.3
2022-01-24,Robin Lehner,away,Vegas Golden Knights,Washington Capitals,60.0,0,3.82
2022-01-24,Cam Talbot,home,Minnesota Wild,Montreal Canadiens,40.0,1,0.55
2022-01-24,Kaapo Kahkonen,home,Minnesota Wild,Montreal Canadiens,20.0,1,0.32
2022-01-24,Cayden Primeau,away,Montreal Canadiens,Minnesota Wild,40.0,5,2.69
2022-01-24,Michael McNiven,away,Montreal Canadiens,Minnesota Wild,20.0,3,1.13
2022-01-24,Pavel Francouz,home,Colorado Avalanche,Chicago Blackhawks,59.8333,0,2.27
2022-01-24,Marc-Andre Fleury,away,Chicago Blackhawks,Colorado Avalanche,56.6167,2,3.12
2022-01-24,Jacob Markstrom,home,Calgary Flames,St Louis Blues,60.0,1,1.94
2022-01-24,Ville Husso,away,St Louis Blues,Calgary Flames,20.0,0,1.8
2022-01-24,Jordan Binnington,away,St Louis Blues,Calgary Flames,40.0,7,3.17
2022-01-25,Matt Murray,home,Ottawa Senators,Buffalo Sabres,59.8,0,2.04
2022-01-25,Aaron Dell,away,Buffalo Sabres,Ottawa Senators,59.7833,5,4.27
2022-01-25,Jon Gillies,home,New Jersey Devils,Dallas Stars,39.1833,1,1.61
2022-01-25,Akira Schmid,home,New Jersey Devils,Dallas Stars,20.0,3,0.57
2022-01-25,Braden Holtby,away,Dallas Stars,New Jersey Devils,60.0,1,3.63
2022-01-25,Ilya Sorokin,home,New York Islanders,Philadelphia Flyers,60.0,3,1.21
2022-01-25,Martin Jones,away,Philadelphia Flyers,New York Islanders,57.5167,4,3.05
2022-01-25,Tristan Jarry,home,Pittsburgh Penguins,Arizona Coyotes,60.0,3,1.42
2022-01-25,Karel Vejmelka,away,Arizona Coyotes,Pittsburgh Penguins,59.95,6,2.18
2022-01-25,Frederik Andersen,home,Carolina Hurricanes,Vegas Golden Knights,63.8167,3,2.46
2022-01-25,Laurent Brossoit,away,Vegas Golden Knights,Carolina Hurricanes,63.8167,4,3.99
2022-01-25,Connor Hellebuyck,home,Winnipeg Jets,Florida Panthers,59.05,5,3.58
2022-01-25,Sergei Bobrovsky,away,Florida Panthers,Winnipeg Jets,59.75,3,3.35
2022-01-25,Spencer Martin,home,Vancouver Canucks,Edmonton Oilers,64.25,3,5.0
2022-01-25,Mikko Koskinen,away,Edmonton Oilers,Vancouver Canucks,64.3333,2,1.74
2022-01-25,Philipp Grubauer,home,Seattle Kraken,Nashville Predators,57.0833,4,2.52
2022-01-25,Juuse Saros,away,Nashville Predators,Seattle Kraken,59.5167,2,2.82
2022-01-26,Jack Campbell,home,Toronto Maple Leafs,Anaheim Ducks,64.9667,3,1.81
2022-01-26,John Gibson,away,Anaheim Ducks,Toronto Maple Leafs,64.8,3,4.5
2022-01-26,Calvin Pickard,home,Detroit Red Wings,Chicago Blackhawks,38.45,3,1.12
2022-01-26,Alex Nedeljkovic,home,Detroit Red Wings,Chicago Blackhawks,20.0,4,1.55
2022-01-26,Marc-Andre Fleury,away,Chicago Blackhawks,Detroit Red Wings,60.0,5,2.35
2022-01-26,Ilya Samsonov,home,Washington Capitals,San Jose Sharks,57.7333,3,3.71
2022-01-26,James Reimer,away,San Jose Sharks,Washington Capitals,60.0,1,3.55
2022-01-26,Elvis Merzlikins,home,Columbus Blue Jackets,Calgary Flames,60.0,6,4.73
2022-01-26,Jacob Markstrom,away,Calgary Flames,Columbus Blue Jackets,60.0,0,1.38
2022-01-26,Darcy Kuemper,home,Colorado Avalanche,Boston Bruins,61.1333,3,3.21
2022-01-26,Linus Ullmark,away,Boston Bruins,Colorado Avalanche,63.0167,4,3.54
2022-01-27,Cayden Primeau,home,Montreal Canadiens,Anaheim Ducks,20.0,3,0.74
2022-01-27,Sam Montembeault,home,Montreal Canadiens,Anaheim Ducks,37.9167,2,1.07
2022-01-27,Anthony Stolarz,away,Anaheim Ducks,Montreal Canadiens,60.0,4,2.49
2022-01-27,Matt Murray,home,Ottawa Senators,Carolina Hurricanes,65.0,2,4.24
2022-01-27,Frederik Andersen,away,Carolina Hurricanes,Ottawa Senators,65.0,2,2.69
2022-01-27,Andrei Vasilevskiy,home,Tampa Bay Lightning,New Jersey Devils,60.0,2,2.3
2022-01-27,Jon Gillies,away,New Jersey Devils,Tampa Bay Lightning,57.3833,3,2.99
2022-01-27,Spencer Knight,home,Florida Panthers,Vegas Golden Knights,59.8833,1,2.45
2022-01-27,Robin Lehner,away,Vegas Golden Knights,Florida Panthers,59.35,2,2.17
2022-01-27,Semyon Varlamov,home,New York Islanders,Los Angeles Kings,58.05,2,3.37
2022-01-27,Cal Petersen,away,Los Angeles Kings,New York Islanders,60.0,2,3.01
2022-01-27,Tristan Jarry,home,Pittsburgh Penguins,Seattle Kraken,61.2167,2,2.19
2022-01-27,Philipp Grubauer,away,Seattle Kraken,Pittsburgh Penguins,61.2833,1,1.78
2022-01-27,Joonas Korpisalo,home,Columbus Blue Jackets,New York Rangers,60.0,3,3.38
2022-01-27,Alexandar Georgiev,away,New York Rangers,Columbus Blue Jackets,57.7333,4,1.46
2022-01-27,Ville Husso,home,St Louis Blues,Calgary Flames,59.55,1,3.37
2022-01-27,Jacob Markstrom,away,Calgary Flames,St Louis Blues,60.0,5,1.95
2022-01-27,Connor Hellebuyck,home,Winnipeg Jets,Vancouver Canucks,59.95,5,2.77
2022-01-27,Spencer Martin,away,Vancouver Canucks,Winnipeg Jets,60.0,1,3.47
2022-01-27,Mikko Koskinen,home,Edmonton Oilers,Nashville Predators,64.8833,2,2.45
2022-01-27,Juuse Saros,away,Nashville Predators,Edmonton Oilers,65.0,2,4.26
2022-01-28,Igor Shesterkin,home,New York Rangers,Minnesota Wild,58.95,3,2.71
2022-01-28,Cam Talbot,away,Minnesota Wild,New York Rangers,60.0,2,2.42
2022-01-28,Casey DeSmith,home,Pittsburgh Penguins,Detroit Red Wings,64.95,2,3.6
2022-01-28,Calvin Pickard,away,Detroit Red Wings,Pittsburgh Penguins,65.0,2,2.62
2022-01-28,Marc-Andre Fleury,home,Chicago Blackhawks,Colorado Avalanche,58.4167,4,1.79
2022-01-28,Pavel Francouz,away,Colorado Avalanche,Chicago Blackhawks,60.0,4,2.82
2022-01-28,Jake Oettinger,home,Dallas Stars,Washington Capitals,20.0,0,0.26
2022-01-28,Braden Holtby,home,Dallas Stars,Washington Capitals,40.0,5,2.62
2022-01-28,Vitek Vanecek,away,Washington Capitals,Dallas Stars,59.45,0,2.62
2022-01-28,Scott Wedgewood,home,Arizona Coyotes,Boston Bruins,57.5167,2,2.65
2022-01-28,Linus Ullmark,away,Boston Bruins,Arizona Coyotes,60.0,1,2.91
2022-01-29,Cayden Primeau,home,Montreal Canadiens,Edmonton Oilers,20.0,1,0.98
2022-01-29,Sam Montembeault,home,Montreal Canadiens,Edmonton Oilers,40.0,6,1.27
2022-01-29,Stuart Skinner,away,Edmonton Oilers,Montreal Canadiens,60.0,2,2.18
2022-01-29,Anton Forsberg,home,Ottawa Senators,Anaheim Ducks,57.4667,2,1.99
2022-01-29,John Gibson,away,Anaheim Ducks,Ottawa Senators,59.75,1,4.29
2022-01-29,Alex Nedeljkovic,home,Detroit Red Wings,Toronto Maple Leafs,59.0333,5,3.07
